settlement,teaor,bin,count,generated_count,diff
Budapest 05. kerület,85,20-49,6,8,2
Budapest 05. kerület,85,5-9,16,20,4
Budapest 05. kerület,85,50-249,6,8,2
Budapest 05. kerület,86,1-4,250,311,61
Budapest 05. kerület,86,10-19,12,15,3
Budapest 05. kerület,86,20-49,6,8,2
Budapest 05. kerület,86,5-9,20,25,5
Budapest 05. kerület,88,1-4,12,15,3
Budapest 05. kerület,90,1-4,198,246,48
Budapest 05. kerület,90,5-9,5,6,1
Budapest 05. kerület,93,1-4,42,52,10
Budapest 05. kerület,93,5-9,9,11,2
Budapest 05. kerület,94,1-4,78,97,19
Budapest 05. kerület,94,10-19,9,11,2
Budapest 05. kerület,94,20-49,7,9,2
Budapest 05. kerület,94,5-9,22,27,5
Budapest 05. kerület,95,1-4,26,32,6
Budapest 05. kerület,96,1-4,216,269,53
Budapest 05. kerület,96,5-9,11,14,3
Budapest 06. kerület,1,1-4,25,31,6
Budapest 06. kerület,10,1-4,20,25,5
Budapest 06. kerület,10,5-9,11,14,3
Budapest 06. kerület,11,1-4,6,8,2
Budapest 06. kerület,13,1-4,11,14,3
Budapest 06. kerület,14,1-4,21,26,5
Budapest 06. kerület,16,1-4,7,9,2
Budapest 06. kerület,18,1-4,29,36,7
Budapest 06. kerület,18,5-9,6,8,2
Budapest 06. kerület,2,1-4,5,6,1
Budapest 06. kerület,23,1-4,6,8,2
Budapest 06. kerület,25,1-4,19,24,5
Budapest 06. kerület,26,1-4,12,15,3
Budapest 06. kerület,28,1-4,11,14,3
Budapest 06. kerület,31,1-4,10,12,2
Budapest 06. kerület,32,1-4,39,49,10
Budapest 06. kerület,33,1-4,17,21,4
Budapest 06. kerület,35,1-4,10,12,2
Budapest 06. kerület,41,1-4,207,257,50
Budapest 06. kerület,41,10-19,21,26,5
Budapest 06. kerület,41,20-49,6,8,2
Budapest 06. kerület,41,5-9,42,52,10
Budapest 06. kerület,42,1-4,35,44,9
Budapest 06. kerület,42,10-19,9,11,2
Budapest 06. kerület,43,1-4,281,349,68
Budapest 06. kerület,43,10-19,16,20,4
Budapest 06. kerület,43,20-49,6,8,2
Budapest 06. kerület,43,5-9,31,39,8
Budapest 06. kerület,45,1-4,100,124,24
Budapest 06. kerület,45,10-19,7,9,2
Budapest 06. kerület,45,5-9,16,20,4
Budapest 06. kerület,46,1-4,267,332,65
Budapest 06. kerület,46,10-19,20,25,5
Budapest 06. kerület,46,20-49,7,9,2
Budapest 06. kerület,46,5-9,36,45,9
Budapest 06. kerület,47,1-4,494,614,120
Budapest 06. kerület,47,10-19,38,47,9
Budapest 06. kerület,47,20-49,17,21,4
Budapest 06. kerület,47,5-9,87,108,21
Budapest 06. kerület,49,1-4,101,126,25
Budapest 06. kerület,49,5-9,8,10,2
Budapest 06. kerület,52,1-4,36,45,9
Budapest 06. kerület,52,5-9,5,6,1
Budapest 06. kerület,53,1-4,199,247,48
Budapest 06. kerület,55,1-4,76,95,19
Budapest 06. kerület,55,10-19,10,12,2
Budapest 06. kerület,55,20-49,9,11,2
Budapest 06. kerület,55,5-9,9,11,2
Budapest 06. kerület,55,50-249,5,6,1
Budapest 06. kerület,56,1-4,213,265,52
Budapest 06. kerület,56,10-19,57,71,14
Budapest 06. kerület,56,20-49,30,37,7
Budapest 06. kerület,56,5-9,70,87,17
Budapest 06. kerület,56,50-249,6,8,2
Budapest 06. kerület,58,1-4,38,47,9
Budapest 06. kerület,58,10-19,5,6,1
Budapest 06. kerület,58,20-49,7,9,2
Budapest 06. kerület,58,5-9,6,8,2
Budapest 06. kerület,59,1-4,173,215,42
Budapest 06. kerület,59,5-9,5,6,1
Budapest 06. kerület,60,1-4,8,10,2
Budapest 06. kerület,61,1-4,8,10,2
Budapest 06. kerület,62,1-4,280,348,68
Budapest 06. kerület,62,10-19,26,32,6
Budapest 06. kerület,62,20-49,10,12,2
Budapest 06. kerület,62,5-9,24,30,6
Budapest 06. kerület,62,50-249,5,6,1
Budapest 06. kerület,63,1-4,86,107,21
Budapest 06. kerület,63,5-9,6,8,2
Budapest 06. kerület,64,1-4,31,39,8
Budapest 06. kerület,64,50-249,6,8,2
Budapest 06. kerület,65,20-49,5,6,1
Budapest 06. kerület,66,1-4,126,157,31
Budapest 06. kerület,66,10-19,5,6,1
Budapest 06. kerület,66,5-9,5,6,1
Budapest 06. kerület,68,1-4,672,836,164
Budapest 06. kerület,68,10-19,17,21,4
Budapest 06. kerület,68,20-49,5,6,1
Budapest 06. kerület,68,5-9,32,40,8
Budapest 06. kerület,69,1-4,582,724,142
Budapest 06. kerület,69,10-19,17,21,4
Budapest 06. kerület,69,20-49,8,10,2
Budapest 06. kerület,69,5-9,32,40,8
Budapest 06. kerület,70,1-4,558,694,136
Budapest 06. kerület,70,10-19,15,19,4
Budapest 06. kerület,70,20-49,5,6,1
Budapest 06. kerület,70,5-9,30,37,7
Budapest 06. kerület,71,1-4,185,230,45
Budapest 06. kerület,71,20-49,5,6,1
Budapest 06. kerület,71,5-9,13,16,3
Budapest 06. kerület,72,1-4,42,52,10
Budapest 06. kerület,72,5-9,5,6,1
Budapest 06. kerület,73,1-4,130,162,32
Budapest 06. kerület,73,10-19,6,8,2
Budapest 06. kerület,73,20-49,9,11,2
Budapest 06. kerület,73,5-9,12,15,3
Budapest 06. kerület,74,1-4,305,379,74
Budapest 06. kerület,74,5-9,11,14,3
Budapest 06. kerület,75,1-4,5,6,1
Budapest 06. kerület,77,1-4,37,46,9
Budapest 06. kerület,77,5-9,5,6,1
Budapest 06. kerület,78,1-4,17,21,4
Budapest 06. kerület,78,10-19,7,9,2
Budapest 06. kerület,78,5-9,6,8,2
Budapest 06. kerület,79,1-4,61,76,15
Budapest 06. kerület,79,5-9,8,10,2
Budapest 06. kerület,80,1-4,24,30,6
Budapest 06. kerület,80,5-9,6,8,2
Budapest 06. kerület,81,1-4,170,211,41
Budapest 06. kerület,81,20-49,6,8,2
Budapest 06. kerület,81,5-9,16,20,4
Budapest 06. kerület,82,1-4,223,277,54
Budapest 06. kerület,82,10-19,5,6,1
Budapest 06. kerület,82,5-9,18,22,4
Budapest 06. kerület,85,1-4,341,424,83
Budapest 06. kerület,85,10-19,5,6,1
Budapest 06. kerület,85,20-49,12,15,3
Budapest 06. kerület,85,5-9,16,20,4
Budapest 06. kerület,86,1-4,250,311,61
Budapest 06. kerület,86,10-19,15,19,4
Budapest 06. kerület,86,20-49,5,6,1
Budapest 06. kerület,86,5-9,10,12,2
Budapest 06. kerület,88,1-4,10,12,2
Budapest 06. kerület,90,1-4,283,352,69
Budapest 06. kerület,90,5-9,8,10,2
Budapest 06. kerület,90,50-249,5,6,1
Budapest 06. kerület,91,1-4,8,10,2
Budapest 06. kerület,93,1-4,59,73,14
Budapest 06. kerület,93,5-9,6,8,2
Budapest 06. kerület,94,1-4,75,93,18
Budapest 06. kerület,94,10-19,9,11,2
Budapest 06. kerület,94,5-9,15,19,4
Budapest 06. kerület,95,1-4,44,55,11
Budapest 06. kerület,96,1-4,449,558,109
Budapest 06. kerület,96,5-9,16,20,4
Budapest 07. kerület,1,1-4,27,34,7
Budapest 07. kerület,10,1-4,15,19,4
Budapest 07. kerület,13,1-4,6,8,2
Budapest 07. kerület,14,1-4,15,19,4
Budapest 07. kerület,15,1-4,5,6,1
Budapest 07. kerület,18,1-4,18,22,4
Budapest 07. kerület,2,1-4,6,8,2
Budapest 07. kerület,23,1-4,5,6,1
Budapest 07. kerület,25,1-4,10,12,2
Budapest 07. kerület,26,1-4,8,10,2
Budapest 07. kerület,28,1-4,6,8,2
Budapest 07. kerület,31,1-4,6,8,2
Budapest 07. kerület,32,1-4,46,57,11
Budapest 07. kerület,32,5-9,5,6,1
Budapest 07. kerület,33,1-4,23,29,6
Budapest 07. kerület,35,1-4,7,9,2
Budapest 07. kerület,41,1-4,129,160,31
Budapest 07. kerület,41,10-19,10,12,2
Budapest 07. kerület,41,20-49,5,6,1
Budapest 07. kerület,41,5-9,24,30,6
Budapest 07. kerület,42,1-4,10,12,2
Budapest 07. kerület,43,1-4,265,329,64
Budapest 07. kerület,43,10-19,7,9,2
Budapest 07. kerület,43,5-9,20,25,5
Budapest 07. kerület,45,1-4,84,104,20
Budapest 07. kerület,45,5-9,9,11,2
Budapest 07. kerület,46,1-4,195,242,47
Budapest 07. kerület,46,10-19,13,16,3
Budapest 07. kerület,46,20-49,6,8,2
Budapest 07. kerület,46,5-9,33,41,8
Budapest 07. kerület,47,1-4,427,531,104
Budapest 07. kerület,47,10-19,28,35,7
Budapest 07. kerület,47,20-49,7,9,2
Budapest 07. kerület,47,5-9,56,70,14
Budapest 07. kerület,49,1-4,127,158,31
Budapest 07. kerület,49,10-19,5,6,1
Budapest 07. kerület,49,5-9,10,12,2
Budapest 07. kerület,52,1-4,37,46,9
Budapest 07. kerület,52,5-9,5,6,1
Budapest 07. kerület,53,1-4,305,379,74
Budapest 07. kerület,55,1-4,63,78,15
Budapest 07. kerület,55,10-19,8,10,2
Budapest 07. kerület,55,20-49,8,10,2
Budapest 07. kerület,55,5-9,11,14,3
Budapest 07. kerület,56,1-4,212,264,52
Budapest 07. kerület,56,10-19,34,42,8
Budapest 07. kerület,56,20-49,20,25,5
Budapest 07. kerület,56,5-9,65,81,16
Budapest 07. kerület,58,1-4,37,46,9
Budapest 07. kerület,59,1-4,185,230,45
Budapest 07. kerület,61,1-4,7,9,2
Budapest 07. kerület,62,1-4,344,428,84
Budapest 07. kerület,62,10-19,10,12,2
Budapest 07. kerület,62,5-9,13,16,3
Budapest 07. kerület,62,50-249,8,10,2
Budapest 07. kerület,63,1-4,71,88,17
Budapest 07. kerület,64,1-4,9,11,2
Budapest 07. kerület,66,1-4,105,131,26
Budapest 07. kerület,66,5-9,5,6,1
Budapest 07. kerület,68,1-4,411,511,100
Budapest 07. kerület,68,10-19,9,11,2
Budapest 07. kerület,68,5-9,22,27,5
Budapest 07. kerület,69,1-4,331,412,81
Budapest 07. kerület,69,5-9,14,17,3
Budapest 07. kerület,70,1-4,439,546,107
Budapest 07. kerület,70,10-19,8,10,2
Budapest 07. kerület,70,5-9,10,12,2
Budapest 07. kerület,71,1-4,163,203,40
Budapest 07. kerület,71,5-9,6,8,2
Budapest 07. kerület,72,1-4,37,46,9
Budapest 07. kerület,73,1-4,104,129,25
Budapest 07. kerület,73,5-9,6,8,2
Budapest 07. kerület,74,1-4,324,403,79
Budapest 07. kerület,74,5-9,11,14,3
Budapest 07. kerület,75,1-4,6,8,2
Budapest 07. kerület,77,1-4,23,29,6
Budapest 07. kerület,78,1-4,7,9,2
Budapest 07. kerület,78,20-49,5,6,1
Budapest 07. kerület,79,1-4,69,86,17
Budapest 07. kerület,80,1-4,12,15,3
Budapest 07. kerület,81,1-4,219,272,53
Budapest 07. kerület,81,20-49,6,8,2
Budapest 07. kerület,81,5-9,9,11,2
Budapest 07. kerület,82,1-4,220,274,54
Budapest 07. kerület,82,10-19,5,6,1
Budapest 07. kerület,82,5-9,5,6,1
Budapest 07. kerület,85,1-4,353,439,86
Budapest 07. kerület,85,10-19,6,8,2
Budapest 07. kerület,85,20-49,15,19,4
Budapest 07. kerület,85,5-9,8,10,2
Budapest 07. kerület,85,50-249,6,8,2
Budapest 07. kerület,86,1-4,275,342,67
Budapest 07. kerület,86,5-9,14,17,3
Budapest 07. kerület,88,1-4,23,29,6
Budapest 07. kerület,88,10-19,6,8,2
Budapest 07. kerület,90,1-4,413,514,101
Budapest 07. kerület,93,1-4,59,73,14
Budapest 07. kerület,94,1-4,62,77,15
Budapest 07. kerület,94,10-19,6,8,2
Budapest 07. kerület,94,5-9,7,9,2
Budapest 07. kerület,95,1-4,53,66,13
Budapest 07. kerület,96,1-4,367,456,89
Budapest 07. kerület,96,5-9,5,6,1
Budapest 08. kerület,1,1-4,37,46,9
Budapest 08. kerület,10,1-4,27,34,7
Budapest 08. kerület,10,10-19,16,20,4
Budapest 08. kerület,10,5-9,33,41,8
Budapest 08. kerület,13,1-4,7,9,2
Budapest 08. kerület,14,1-4,28,35,7
Budapest 08. kerület,16,1-4,12,15,3
Budapest 08. kerület,18,1-4,27,34,7
Budapest 08. kerület,2,1-4,13,16,3
Budapest 08. kerület,22,1-4,7,9,2
Budapest 08. kerület,23,1-4,6,8,2
Budapest 08. kerület,25,1-4,26,32,6
Budapest 08. kerület,25,10-19,6,8,2
Budapest 08. kerület,26,1-4,10,12,2
Budapest 08. kerület,28,1-4,7,9,2
Budapest 08. kerület,31,1-4,25,31,6
Budapest 08. kerület,32,1-4,80,99,19
Budapest 08. kerület,32,10-19,5,6,1
Budapest 08. kerület,33,1-4,42,52,10
Budapest 08. kerület,35,1-4,6,8,2
Budapest 08. kerület,37,1-4,5,6,1
Budapest 08. kerület,38,1-4,8,10,2
Budapest 08. kerület,41,1-4,207,257,50
Budapest 08. kerület,41,10-19,21,26,5
Budapest 08. kerület,41,20-49,15,19,4
Budapest 08. kerület,41,5-9,32,40,8
Budapest 08. kerület,42,1-4,41,51,10
Budapest 08. kerület,43,1-4,386,480,94
Budapest 08. kerület,43,10-19,13,16,3
Budapest 08. kerület,43,20-49,6,8,2
Budapest 08. kerület,43,5-9,36,45,9
Budapest 08. kerület,45,1-4,114,142,28
Budapest 08. kerület,45,10-19,6,8,2
Budapest 08. kerület,45,5-9,19,24,5
Budapest 08. kerület,46,1-4,402,500,98
Budapest 08. kerület,46,10-19,25,31,6
Budapest 08. kerület,46,20-49,16,20,4
Budapest 08. kerület,46,5-9,61,76,15
Budapest 08. kerület,46,50-249,12,15,3
Budapest 08. kerület,47,1-4,682,848,166
Budapest 08. kerület,47,10-19,38,47,9
Budapest 08. kerület,47,20-49,12,15,3
Budapest 08. kerület,47,5-9,134,167,33
Budapest 08. kerület,47,50-249,7,9,2
Budapest 08. kerület,49,1-4,167,208,41
Budapest 08. kerület,49,5-9,9,11,2
Budapest 08. kerület,52,1-4,38,47,9
Budapest 08. kerület,52,5-9,5,6,1
Budapest 08. kerület,53,1-4,434,540,106
Budapest 08. kerület,55,1-4,59,73,14
Budapest 08. kerület,55,10-19,5,6,1
Budapest 08. kerület,55,5-9,8,10,2
Budapest 08. kerület,56,1-4,242,301,59
Budapest 08. kerület,56,10-19,22,27,5
Budapest 08. kerület,56,20-49,9,11,2
Budapest 08. kerület,56,5-9,69,86,17
Budapest 08. kerület,58,1-4,32,40,8
Budapest 08. kerület,58,5-9,9,11,2
Budapest 08. kerület,59,1-4,163,203,40
Budapest 08. kerület,61,1-4,9,11,2
Budapest 08. kerület,62,1-4,444,552,108
Budapest 08. kerület,62,10-19,12,15,3
Budapest 08. kerület,62,20-49,5,6,1
Budapest 08. kerület,62,5-9,12,15,3
Budapest 08. kerület,62,50-249,7,9,2
Budapest 08. kerület,63,1-4,83,103,20
Budapest 08. kerület,66,1-4,132,164,32
Budapest 08. kerület,68,1-4,490,609,119
Budapest 08. kerület,68,10-19,12,15,3
Budapest 08. kerület,68,5-9,28,35,7
Budapest 08. kerület,69,1-4,333,414,81
Budapest 08. kerület,69,10-19,9,11,2
Budapest 08. kerület,69,5-9,21,26,5
Budapest 08. kerület,70,1-4,454,564,110
Budapest 08. kerület,70,10-19,10,12,2
Budapest 08. kerület,70,20-49,5,6,1
Budapest 08. kerület,70,5-9,13,16,3
Budapest 08. kerület,70,50-249,6,8,2
Budapest 08. kerület,71,1-4,220,274,54
Budapest 08. kerület,71,10-19,9,11,2
Budapest 08. kerület,71,5-9,20,25,5
Budapest 08. kerület,72,1-4,61,76,15
Budapest 08. kerület,72,5-9,5,6,1
Budapest 08. kerület,73,1-4,95,118,23
Budapest 08. kerület,73,5-9,6,8,2
Budapest 08. kerület,74,1-4,393,489,96
Budapest 08. kerület,74,5-9,6,8,2
Budapest 08. kerület,75,1-4,10,12,2
Budapest 08. kerület,77,1-4,21,26,5
Budapest 08. kerület,78,1-4,5,6,1
Budapest 08. kerület,79,1-4,51,63,12
Budapest 08. kerület,80,1-4,21,26,5
Budapest 08. kerület,81,1-4,279,347,68
Budapest 08. kerület,81,10-19,7,9,2
Budapest 08. kerület,81,20-49,5,6,1
Budapest 08. kerület,81,5-9,6,8,2
Budapest 08. kerület,81,50-249,5,6,1
Budapest 08. kerület,82,1-4,244,303,59
Budapest 08. kerület,82,5-9,10,12,2
Budapest 08. kerület,84,1-4,6,8,2
Budapest 08. kerület,84,250-1000,5,6,1
Budapest 08. kerület,84,50-249,5,6,1
Budapest 08. kerület,85,1-4,390,485,95
Budapest 08. kerület,85,10-19,6,8,2
Budapest 08. kerület,85,20-49,9,11,2
Budapest 08. kerület,85,5-9,8,10,2
Budapest 08. kerület,85,50-249,5,6,1
Budapest 08. kerület,86,1-4,449,558,109
Budapest 08. kerület,86,10-19,9,11,2
Budapest 08. kerület,86,5-9,10,12,2
Budapest 08. kerület,88,1-4,24,30,6
Budapest 08. kerület,88,5-9,5,6,1
Budapest 08. kerület,88,50-249,6,8,2
Budapest 08. kerület,90,1-4,438,545,107
Budapest 08. kerület,91,1-4,5,6,1
Budapest 08. kerület,93,1-4,87,108,21
Budapest 08. kerület,93,5-9,6,8,2
Budapest 08. kerület,94,1-4,80,99,19
Budapest 08. kerület,94,10-19,7,9,2
Budapest 08. kerület,94,5-9,15,19,4
Budapest 08. kerület,95,1-4,58,72,14
Budapest 08. kerület,96,1-4,441,548,107
Budapest 08. kerület,96,5-9,7,9,2
Budapest 09. kerület,1,1-4,36,45,9
Budapest 09. kerület,10,1-4,12,15,3
Budapest 09. kerület,11,1-4,5,6,1
Budapest 09. kerület,13,1-4,6,8,2
Budapest 09. kerület,14,1-4,19,24,5
Budapest 09. kerület,15,1-4,6,8,2
Budapest 09. kerület,18,1-4,23,29,6
Budapest 09. kerület,20,1-4,5,6,1
Budapest 09. kerület,22,1-4,6,8,2
Budapest 09. kerület,23,1-4,5,6,1
Budapest 09. kerület,25,1-4,23,29,6
Budapest 09. kerület,25,10-19,7,9,2
Budapest 09. kerület,26,1-4,12,15,3
Budapest 09. kerület,28,1-4,7,9,2
Budapest 09. kerület,31,1-4,14,17,3
Budapest 09. kerület,32,1-4,40,50,10
Budapest 09. kerület,33,1-4,19,24,5
Budapest 09. kerület,33,10-19,5,6,1
Budapest 09. kerület,33,5-9,6,8,2
Budapest 09. kerület,35,1-4,25,31,6
Budapest 09. kerület,41,1-4,131,163,32
Budapest 09. kerület,41,10-19,13,16,3
Budapest 09. kerület,41,20-49,10,12,2
Budapest 09. kerület,41,5-9,24,30,6
Budapest 09. kerület,41,50-249,5,6,1
Budapest 09. kerület,42,1-4,28,35,7
Budapest 09. kerület,42,20-49,5,6,1
Budapest 09. kerület,42,5-9,6,8,2
Budapest 09. kerület,43,1-4,266,331,65
Budapest 09. kerület,43,10-19,15,19,4
Budapest 09. kerület,43,20-49,10,12,2
Budapest 09. kerület,43,5-9,35,44,9
Budapest 09. kerület,45,1-4,91,113,22
Budapest 09. kerület,45,10-19,10,12,2
Budapest 09. kerület,45,5-9,10,12,2
Budapest 09. kerület,45,50-249,8,10,2
Budapest 09. kerület,46,1-4,228,283,55
Budapest 09. kerület,46,10-19,44,55,11
Budapest 09. kerület,46,20-49,25,31,6
Budapest 09. kerület,46,5-9,58,72,14
Budapest 09. kerület,46,50-249,16,20,4
Budapest 09. kerület,47,1-4,466,579,113
Budapest 09. kerület,47,10-19,35,44,9
Budapest 09. kerület,47,20-49,11,14,3
Budapest 09. kerület,47,5-9,80,99,19
Budapest 09. kerület,47,50-249,6,8,2
Budapest 09. kerület,49,1-4,135,168,33
Budapest 09. kerület,49,5-9,11,14,3
Budapest 09. kerület,52,1-4,27,34,7
Budapest 09. kerület,52,20-49,7,9,2
Budapest 09. kerület,52,5-9,6,8,2
Budapest 09. kerület,52,50-249,5,6,1
Budapest 09. kerület,53,1-4,269,334,65
Budapest 09. kerület,55,1-4,29,36,7
Budapest 09. kerület,55,20-49,6,8,2
Budapest 09. kerület,56,1-4,208,259,51
Budapest 09. kerület,56,10-19,29,36,7
Budapest 09. kerület,56,20-49,8,10,2
Budapest 09. kerület,56,5-9,37,46,9
Budapest 09. kerület,58,1-4,45,56,11
Budapest 09. kerület,58,5-9,5,6,1
Budapest 09. kerület,59,1-4,144,179,35
Budapest 09. kerület,60,1-4,5,6,1
Budapest 09. kerület,62,1-4,507,630,123
Budapest 09. kerület,62,10-19,23,29,6
Budapest 09. kerület,62,20-49,12,15,3
Budapest 09. kerület,62,250-1000,6,8,2
Budapest 09. kerület,62,5-9,27,34,7
Budapest 09. kerület,62,50-249,12,15,3
Budapest 09. kerület,63,1-4,88,109,21
Budapest 09. kerület,63,5-9,5,6,1
Budapest 09. kerület,66,1-4,133,165,32
Budapest 09. kerület,66,10-19,6,8,2
Budapest 09. kerület,66,5-9,10,12,2
Budapest 09. kerület,68,1-4,537,668,131
Budapest 09. kerület,68,10-19,16,20,4
Budapest 09. kerület,68,20-49,11,14,3
Budapest 09. kerület,68,5-9,38,47,9
Budapest 09. kerület,69,1-4,433,538,105
Budapest 09. kerület,69,10-19,12,15,3
Budapest 09. kerület,69,5-9,30,37,7
Budapest 09. kerület,70,1-4,602,748,146
Budapest 09. kerület,70,10-19,9,11,2
Budapest 09. kerület,70,20-49,7,9,2
Budapest 09. kerület,70,5-9,14,17,3
Budapest 09. kerület,70,50-249,5,6,1
Budapest 09. kerület,71,1-4,291,362,71
Budapest 09. kerület,71,10-19,12,15,3
Budapest 09. kerület,71,20-49,7,9,2
Budapest 09. kerület,71,5-9,15,19,4
Budapest 09. kerület,71,50-249,6,8,2
Budapest 09. kerület,72,1-4,68,85,17
Budapest 09. kerület,73,1-4,112,139,27
Budapest 09. kerület,73,10-19,9,11,2
Budapest 09. kerület,73,5-9,11,14,3
Budapest 09. kerület,74,1-4,283,352,69
Budapest 09. kerület,74,5-9,6,8,2
Budapest 09. kerület,75,1-4,8,10,2
Budapest 09. kerület,77,1-4,34,42,8
Budapest 09. kerület,78,1-4,15,19,4
Budapest 09. kerület,78,5-9,6,8,2
Budapest 09. kerület,79,1-4,39,49,10
Budapest 09. kerület,79,5-9,6,8,2
Budapest 09. kerület,80,1-4,18,22,4
Budapest 09. kerület,80,10-19,6,8,2
Budapest 09. kerület,80,20-49,8,10,2
Budapest 09. kerület,80,50-249,5,6,1
Budapest 09. kerület,81,1-4,195,242,47
Budapest 09. kerület,81,10-19,8,10,2
Budapest 09. kerület,81,5-9,8,10,2
Budapest 09. kerület,82,1-4,197,245,48
Budapest 09. kerület,82,10-19,8,10,2
Budapest 09. kerület,82,5-9,9,11,2
Budapest 09. kerület,82,50-249,6,8,2
Budapest 09. kerület,85,1-4,373,464,91
Budapest 09. kerület,85,10-19,7,9,2
Budapest 09. kerület,85,20-49,8,10,2
Budapest 09. kerület,85,5-9,13,16,3
Budapest 09. kerület,86,1-4,461,573,112
Budapest 09. kerület,86,10-19,7,9,2
Budapest 09. kerület,86,5-9,11,14,3
Budapest 09. kerület,87,10-19,5,6,1
Budapest 09. kerület,88,1-4,15,19,4
Budapest 09. kerület,88,50-249,5,6,1
Budapest 09. kerület,90,1-4,286,356,70
Budapest 09. kerület,90,50-249,6,8,2
Budapest 09. kerület,92,1-4,7,9,2
Budapest 09. kerület,93,1-4,63,78,15
Budapest 09. kerület,94,1-4,43,54,11
Budapest 09. kerület,94,5-9,5,6,1
Budapest 09. kerület,95,1-4,49,61,12
Budapest 09. kerület,96,1-4,452,562,110
Budapest 09. kerület,96,10-19,5,6,1
Budapest 09. kerület,96,5-9,5,6,1
Budapest 10. kerület,1,1-4,30,37,7
Budapest 10. kerület,10,1-4,23,29,6
Budapest 10. kerület,10,5-9,6,8,2
Budapest 10. kerület,13,1-4,8,10,2
Budapest 10. kerület,14,1-4,39,49,10
Budapest 10. kerület,16,1-4,13,16,3
Budapest 10. kerület,18,1-4,28,35,7
Budapest 10. kerület,20,1-4,6,8,2
Budapest 10. kerület,22,1-4,6,8,2
Budapest 10. kerület,23,1-4,27,34,7
Budapest 10. kerület,25,1-4,35,44,9
Budapest 10. kerület,25,10-19,7,9,2
Budapest 10. kerület,25,20-49,12,15,3
Budapest 10. kerület,25,5-9,15,19,4
Budapest 10. kerület,26,1-4,10,12,2
Budapest 10. kerület,26,50-249,6,8,2
Budapest 10. kerület,27,1-4,6,8,2
Budapest 10. kerület,28,1-4,14,17,3
Budapest 10. kerület,28,5-9,5,6,1
Budapest 10. kerület,31,1-4,16,20,4
Budapest 10. kerület,31,5-9,7,9,2
Budapest 10. kerület,32,1-4,36,45,9
Budapest 10. kerület,33,1-4,40,50,10
Budapest 10. kerület,33,10-19,7,9,2
Budapest 10. kerület,37,1-4,5,6,1
Budapest 10. kerület,38,1-4,7,9,2
Budapest 10. kerület,38,5-9,5,6,1
Budapest 10. kerület,41,1-4,101,126,25
Budapest 10. kerület,41,10-19,11,14,3
Budapest 10. kerület,41,20-49,5,6,1
Budapest 10. kerület,41,5-9,15,19,4
Budapest 10. kerület,42,1-4,21,26,5
Budapest 10. kerület,42,10-19,7,9,2
Budapest 10. kerület,42,5-9,6,8,2
Budapest 10. kerület,43,1-4,430,535,105
Budapest 10. kerület,43,10-19,25,31,6
Budapest 10. kerület,43,20-49,10,12,2
Budapest 10. kerület,43,5-9,34,42,8
Budapest 10. kerület,45,1-4,179,223,44
Budapest 10. kerület,45,10-19,11,14,3
Budapest 10. kerület,45,5-9,27,34,7
